recipe_title,description,category,tags,emoji,servings,cook_time_min,ingredient_1_name,ingredient_1_qty,ingredient_1_unit,ingredient_1_category,ingredient_1_optional,ingredient_2_name,ingredient_2_qty,ingredient_2_unit,ingredient_2_category,ingredient_2_optional,ingredient_3_name,ingredient_3_qty,ingredient_3_unit,ingredient_3_category,ingredient_3_optional,ingredient_4_name,ingredient_4_qty,ingredient_4_unit,ingredient_4_category,ingredient_4_optional,ingredient_5_name,ingredient_5_qty,ingredient_5_unit,ingredient_5_category,ingredient_5_optional,step_1,step_2,step_3,step_4,step_5,notes
Chickpeas Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,comfort|carb_forward,🍲,1,21,chickpeas,140.0,g,protein,0,pasta,125.0,g,carb,0,eggplant,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the chickpeas in a pan.,Step 3: Add eggplant and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 8 min. Cook: 13 min. Solid carb base for long rides.
Black Beans Veg Pasta,Pasta meal with vegetables for training-day fueling.,lunch,high_carb|meal_prep,🐟,1,31,black beans,180.0,g,protein,0,pasta,90.0,g,carb,0,tomato,200.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the black beans in a pan.,Step 3: Add tomato and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 12 min. Cook: 19 min. Solid carb base for long rides.
Seitan Curry with Pasta,Comfort curry with a big carb base.,dinner,comfort|carb_forward,🌮,1,43,seitan,160.0,g,protein,0,pasta,110.0,g,carb,0,green beans,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the seitan in a pot.,Step 3: Add green beans and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 7 min. Cook: 36 min. Good post-session recovery.
Chicken Breast Whole Wheat Bread Bowl,Athlete-friendly bowl with a strong carb base.,dinner,quick|one_pan,🍜,1,25,chicken breast,140.0,g,protein,0,whole wheat bread,160.0,g,carb,0,cabbage,200.0,g,produce,0,olive oil,10.0,ml,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the whole wheat bread until ready.,Step 2: Cook the chicken breast until done.,Step 3: Cook the cabbage until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 11 min. Cook: 14 min. Carb-forward for tomorrow’s session.
Turkey Mince Soup with Rice Noodles,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🍗,1,34,turkey mince,180.0,g,protein,0,rice noodles,85.0,g,carb,0,rocket,200.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add rocket and cook briefly.,Step 3: Add turkey mince and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 6 min. Cook: 28 min. Add vegetables for micronutrients.
Eggs Couscous Bowl,Athlete-friendly bowl with a strong carb base.,dinner,post_workout|high_carb,🌮,1,16,eggs,2.0,unit,protein,0,couscous,85.0,g,carb,0,avocado,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the couscous until ready.,Step 2: Cook the eggs until done.,Step 3: Cook the avocado until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 9 min. Cook: 7 min. Keep it simple for consistency.
Tempeh Veg Wrap,Portable wrap with carbs and protein.,dinner,high_veg|balanced,🍲,1,17,tempeh,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,zucchini,240.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the tempeh and season.,Step 2: Prep zucchini.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 9 min. Add vegetables for micronutrients.
Eggs Soup with Bread,"Warm, filling soup with carbs for recovery.",dinner,comfort|carb_forward,🍛,1,34,eggs,2.0,unit,protein,0,bread,140.0,g,carb,0,broccoli,240.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add broccoli and cook briefly.,Step 3: Add eggs and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 7 min. Cook: 27 min. Good post-session recovery.
Pork Loin Stir-Fry with Rice Noodles,Quick stir-fry plus a carb base for performance.,dinner,post_workout|high_carb,🌮,1,16,pork loin,180.0,g,protein,0,rice noodles,95.0,g,carb,0,carrot,200.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the rice noodles and set aside.,Step 2: Stir-fry the pork loin until cooked.,Step 3: Add carrot and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 9 min. Cook: 7 min. Carb-forward for tomorrow’s session.
Black Beans Veg Wrap,Portable wrap with carbs and protein.,dinner,post_workout|high_carb,🥘,1,45,black beans,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,kale,240.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the black beans and season.,Step 2: Prep kale.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 5 min. Cook: 40 min. Keep it simple for consistency.
Edamame Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,balanced|high_protein,🍜,1,39,edamame,200.0,g,protein,0,pasta,90.0,g,carb,0,green beans,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the edamame in a pan.,Step 3: Add green beans and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 12 min. Cook: 27 min. Carb-forward for tomorrow’s session.
Egg Whites Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,high_carb|meal_prep,🍝,1,29,egg whites,220.0,ml,protein,0,pasta,90.0,g,carb,0,kale,160.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the egg whites in a pan.,Step 3: Add kale and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 10 min. Cook: 19 min. Increase carbs after big training loads.
Chicken Thighs Pumpkin Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_carb|meal_prep,🥘,1,22,chicken thighs,200.0,g,protein,0,pumpkin,380.0,g,carb,0,garlic,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the pumpkin until ready.,Step 2: Cook the chicken thighs until done.,Step 3: Cook the garlic until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 10 min. Cook: 12 min. Carb-forward for tomorrow’s session.
Traybake Lentils and Rice Noodles,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🍗,1,39,lentils,200.0,g,protein,0,rice noodles,125.0,g,carb,0,onion,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add rice noodles and onion to the tray.,Step 3: Add lentils and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 11 min. Cook: 28 min. Add vegetables for micronutrients.
Kidney Beans Rice Noodles Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_carb|meal_prep,🥘,1,32,kidney beans,180.0,g,protein,0,rice noodles,95.0,g,carb,0,corn,240.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the rice noodles until ready.,Step 2: Cook the kidney beans until done.,Step 3: Cook the corn until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 8 min. Cook: 24 min. Add vegetables for micronutrients.
Traybake Eggs and Tortilla Wraps,Oven-style meal prep with carbs and vegetables.,dinner,high_carb|meal_prep,🍛,1,35,eggs,2.0,unit,protein,0,tortilla wraps,110.0,g,carb,0,peas,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add tortilla wraps and peas to the tray.,Step 3: Add eggs and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 26 min. Increase carbs after big training loads.
Tofu Veg Wrap,Portable wrap with carbs and protein.,dinner,balanced|high_protein,🍤,1,28,tofu,160.0,g,protein,0,tortilla wraps,140.0,g,carb,0,eggplant,200.0,g,produce,0,tahini,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the tofu and season.,Step 2: Prep eggplant.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 6 min. Cook: 22 min. Keep it simple for consistency.
Sardines Stir-Fry with Jasmine Rice,Quick stir-fry plus a carb base for performance.,dinner,high_carb|meal_prep,🐟,1,34,sardines,160.0,g,protein,0,jasmine rice,85.0,g,carb,0,green beans,200.0,g,produce,0,butter,15.0,g,fat,1,tomato paste,20.0,g,pantry,1,Step 1: Cook the jasmine rice and set aside.,Step 2: Stir-fry the sardines until cooked.,Step 3: Add green beans and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 6 min. Cook: 28 min. Keep it simple for consistency.
Black Beans Bulgur Bowl,Athlete-friendly bowl with a strong carb base.,dinner,high_carb|meal_prep,🍗,1,33,black beans,140.0,g,protein,0,bulgur,95.0,g,carb,0,corn,240.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the bulgur until ready.,Step 2: Cook the black beans until done.,Step 3: Cook the corn until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 5 min. Cook: 28 min. Carb-forward for tomorrow’s session.
Turkey Mince Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,post_workout|high_carb,🍜,1,23,turkey mince,180.0,g,protein,0,pasta,90.0,g,carb,0,garlic,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the turkey mince in a pan.,Step 3: Add garlic and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 12 min. Cook: 11 min. Keep it simple for consistency.
Edamame Veg Wrap,Portable wrap with carbs and protein.,dinner,post_workout|high_carb,🍗,1,17,edamame,140.0,g,protein,0,tortilla wraps,140.0,g,carb,0,onion,200.0,g,produce,0,olive oil,10.0,ml,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Cook the edamame and season.,Step 2: Prep onion.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 12 min. Cook: 5 min. Increase carbs after big training loads.
Shrimp Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,balanced|high_protein,🌮,1,44,shrimp,140.0,g,protein,0,pasta,90.0,g,carb,0,zucchini,240.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the shrimp in a pan.,Step 3: Add zucchini and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 6 min. Cook: 38 min. Increase carbs after big training loads.
Traybake Chicken Breast and Jasmine Rice,Oven-style meal prep with carbs and vegetables.,dinner,comfort|carb_forward,🌮,1,25,chicken breast,160.0,g,protein,0,jasmine rice,110.0,g,carb,0,broccoli,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add jasmine rice and broccoli to the tray.,Step 3: Add chicken breast and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 6 min. Cook: 19 min. Add vegetables for micronutrients.
Tofu Veg Wrap,Portable wrap with carbs and protein.,dinner,quick|one_pan,🍝,1,25,tofu,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,onion,200.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the tofu and season.,Step 2: Prep onion.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 8 min. Cook: 17 min. Carb-forward for tomorrow’s session.
Seitan Soup with Whole Wheat Pasta,"Warm, filling soup with carbs for recovery.",dinner,balanced|high_protein,🍲,1,24,seitan,160.0,g,protein,0,whole wheat pasta,110.0,g,carb,0,zucchini,160.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add zucchini and cook briefly.,Step 3: Add seitan and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 9 min. Cook: 15 min. Keep it simple for consistency.
Edamame Veg Wrap,Portable wrap with carbs and protein.,dinner,balanced|high_protein,🐟,1,27,edamame,160.0,g,protein,0,tortilla wraps,140.0,g,carb,0,tomato,200.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Cook the edamame and season.,Step 2: Prep tomato.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 12 min. Cook: 15 min. Keep it simple for consistency.
Traybake White Fish and Bread,Oven-style meal prep with carbs and vegetables.,dinner,balanced|high_protein,🍗,1,27,white fish,160.0,g,protein,0,bread,110.0,g,carb,0,kale,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add bread and kale to the tray.,Step 3: Add white fish and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 18 min. Carb-forward for tomorrow’s session.
Traybake Black Beans and Pumpkin,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🥘,1,36,black beans,140.0,g,protein,0,pumpkin,320.0,g,carb,0,garlic,160.0,g,produce,0,olive oil,10.0,ml,fat,1,mustard,20.0,g,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add pumpkin and garlic to the tray.,Step 3: Add black beans and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 27 min. Good post-session recovery.
Ham Soup with Bulgur,"Warm, filling soup with carbs for recovery.",dinner,comfort|carb_forward,🐟,1,32,ham,140.0,g,protein,0,bulgur,85.0,g,carb,0,broccoli,160.0,g,produce,0,butter,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add broccoli and cook briefly.,Step 3: Add ham and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 12 min. Cook: 20 min. Add vegetables for micronutrients.
Pork Loin Veg Pasta,Pasta meal with vegetables for training-day fueling.,dinner,post_workout|high_carb,🥔,1,23,pork loin,200.0,g,protein,0,pasta,110.0,g,carb,0,cabbage,200.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Boil water and cook pasta.,Step 2: Cook the pork loin in a pan.,Step 3: Add cabbage and sauce.,Step 4: Toss with drained pasta.,Step 5: Add a small amount of fat and serve.,Prep: 6 min. Cook: 17 min. Increase carbs after big training loads.
Black Beans Soup with Jasmine Rice,"Warm, filling soup with carbs for recovery.",dinner,quick|one_pan,🍝,1,27,black beans,180.0,g,protein,0,jasmine rice,110.0,g,carb,0,zucchini,200.0,g,produce,0,tahini,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add zucchini and cook briefly.,Step 3: Add black beans and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 10 min. Cook: 17 min. Increase carbs after big training loads.
Cod Curry with Potatoes,Comfort curry with a big carb base.,dinner,comfort|carb_forward,🍝,1,22,cod,180.0,g,protein,0,potatoes,380.0,g,carb,0,garlic,160.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the potatoes until ready.,Step 2: Cook the cod in a pot.,Step 3: Add garlic and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 5 min. Cook: 17 min. Good post-session recovery.
Traybake Turkey Mince and Pita Bread,Oven-style meal prep with carbs and vegetables.,dinner,comfort|carb_forward,🍲,1,42,turkey mince,180.0,g,protein,0,pita bread,160.0,g,carb,0,garlic,240.0,g,produce,0,olive oil,10.0,ml,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add pita bread and garlic to the tray.,Step 3: Add turkey mince and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 9 min. Cook: 33 min. Carb-forward for tomorrow’s session.
Beef Mince Veg Wrap,Portable wrap with carbs and protein.,dinner,post_workout|high_carb,🍲,1,32,beef mince,180.0,g,protein,0,tortilla wraps,140.0,g,carb,0,eggplant,160.0,g,produce,0,olive oil,10.0,ml,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the beef mince and season.,Step 2: Prep eggplant.,Step 3: Warm the wrap briefly.,Step 4: Fill and roll tightly.,Step 5: Slice and serve.,Prep: 11 min. Cook: 21 min. Increase carbs after big training loads.
Salmon Curry with Jasmine Rice,Comfort curry with a big carb base.,dinner,quick|one_pan,🍛,1,40,salmon,200.0,g,protein,0,jasmine rice,95.0,g,carb,0,kale,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the jasmine rice until ready.,Step 2: Cook the salmon in a pot.,Step 3: Add kale and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 7 min. Cook: 33 min. Carb-forward for tomorrow’s session.
Traybake Beef Mince and Bread,Oven-style meal prep with carbs and vegetables.,dinner,post_workout|high_carb,🐟,1,25,beef mince,180.0,g,protein,0,bread,140.0,g,carb,0,green beans,160.0,g,produce,0,olive oil,10.0,ml,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add bread and green beans to the tray.,Step 3: Add beef mince and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 7 min. Cook: 18 min. Carb-forward for tomorrow’s session.
Turkey Breast Curry with Bagel,Comfort curry with a big carb base.,dinner,quick|one_pan,🥘,1,32,turkey breast,140.0,g,protein,0,bagel,160.0,g,carb,0,avocado,240.0,g,produce,0,tahini,15.0,g,fat,1,tomato sauce,20.0,ml,pantry,1,Step 1: Cook the bagel until ready.,Step 2: Cook the turkey breast in a pot.,Step 3: Add avocado and curry seasoning.,Step 4: Stir in tomato sauce and simmer.,Step 5: Serve over the carb base.,Prep: 8 min. Cook: 24 min. Keep it simple for consistency.
Seitan Soup with Jasmine Rice,"Warm, filling soup with carbs for recovery.",dinner,quick|one_pan,🍤,1,33,seitan,200.0,g,protein,0,jasmine rice,85.0,g,carb,0,onion,240.0,g,produce,0,butter,15.0,g,fat,1,mustard,20.0,g,pantry,1,Step 1: Heat a pot with a little fat.,Step 2: Add onion and cook briefly.,Step 3: Add seitan and cook.,Step 4: Add the carb and simmer until tender.,Step 5: Season and serve.,Prep: 6 min. Cook: 27 min. Increase carbs after big training loads.
Chicken Thighs Pasta Bowl,Athlete-friendly bowl with a strong carb base.,dinner,quick|one_pan,🍝,1,20,chicken thighs,180.0,g,protein,0,pasta,110.0,g,carb,0,broccoli,200.0,g,produce,0,tahini,15.0,g,fat,1,soy sauce,15.0,ml,pantry,1,Step 1: Cook the pasta until ready.,Step 2: Cook the chicken thighs until done.,Step 3: Cook the broccoli until tender.,Step 4: Combine everything in a bowl.,Step 5: Add sauce and adjust seasoning.,Prep: 11 min. Cook: 9 min. Add vegetables for micronutrients.
Traybake Chicken Thighs and Quinoa,Oven-style meal prep with carbs and vegetables.,dinner,high_veg|balanced,🍲,1,44,chicken thighs,140.0,g,protein,0,quinoa,110.0,g,carb,0,mushrooms,160.0,g,produce,0,butter,15.0,g,fat,1,tomato sauce,15.0,ml,pantry,1,Step 1: Preheat oven and line a tray.,Step 2: Add quinoa and mushrooms to the tray.,Step 3: Add chicken thighs and drizzle fat.,Step 4: Bake until cooked through.,Step 5: Add sauce and serve.,Prep: 12 min. Cook: 32 min. Keep it simple for consistency.
Tempeh Stir-Fry with Potatoes,Quick stir-fry plus a carb base for performance.,dinner,comfort|carb_forward,🌮,1,27,tempeh,140.0,g,protein,0,potatoes,380.0,g,carb,0,corn,240.0,g,produce,0,butter,15.0,g,fat,1,vinegar,15.0,ml,pantry,1,Step 1: Cook the potatoes and set aside.,Step 2: Stir-fry the tempeh until cooked.,Step 3: Add corn and sauce.,Step 4: Combine with the carb base.,Step 5: Taste and add salt if needed.,Prep: 10 min. Cook: 17 min. Increase carbs after big training loads.
